Cluster,Fatal,Serious,Slight
0,0.0486734391951869,0.326462175756978,0.6248643850478351
1,0.026439482961222092,0.30946785294611384,0.6640926640926641
2,0.023619336179589587,0.2516870954413993,0.7246935683790111
3,0.011085741753289672,0.24598930481283424,0.7429249534338761
