Cluster,Fatal,Serious,Slight
0,0.0241666074347857,0.25353614329376645,0.7222972492714479
1,0.026547697730777704,0.3061246970698392,0.6673276051993832
2,0.051870243428509745,0.3348626329141253,0.6132671236573649
3,0.011437733832175308,0.2267236771779797,0.761838588989845
4,0.012598805702253978,0.2581547064305685,0.7292464878671775
