Cluster,Speed_limit,Hour,Number_of_Vehicles,Is_Dark,Bad_Weather,Wet_Road,Is_Rural,At_Junction,Road_Type
0,56.81230890620377,12.948219745537035,1.907338001775323,0.21106618009665648,0.01814774632606766,0.23335634677976133,0.9630141039550252,0.33050596705789526,4.997238386428642
1,31.801242236024844,15.944686922947792,1.713026691287561,1.0,0.029125398690616082,0.245593419506463,0.13295282860500252,0.6743327178109787,5.267248615074702
2,41.21160997107837,13.444429141991462,1.784051783500895,0.4137171188541523,1.0,0.9386448147638067,0.4331359316898499,0.5245145296791076,5.180071615479961
3,30.878297181998438,13.105750165234634,1.799224899357087,3.004266057802079e-05,0.018326022952592683,0.10839391936549901,0.07204230006609386,0.7271225139698372,5.305473772757315
