Cluster,Speed_limit,Hour,Number_of_Vehicles,Is_Dark,Bad_Weather,Wet_Road,Is_Rural,At_Junction,Road_Type
0,40.57447906586672,13.551835365460294,1.7811754080381912,0.4097155022256629,1.0,0.879233597832398,0.4079091671505064,0.5492548867814979,5.1939874846784075
1,55.62439407229583,13.199944600895618,1.8999584506717142,0.2534509025437422,0.015511749226720835,0.2395087946078205,0.9557730483357185,0.33488758598402657,4.979733160980564
2,30.89278210934217,13.726504505345721,1.7768803398851487,0.24188804332601896,0.00023343760212895094,0.14193006209440218,0.06475559083057099,0.7187076894346142,5.3114757925206595
