Cluster,Fatal,Serious,Slight
0,0.022837236307335012,0.2519192310173537,0.7252435326753113
1,0.04819722081159688,0.32510041087669084,0.6267023683117123
2,0.014379756291143377,0.2615201456650637,0.7241000980437929
